learner_id,learner_type,attempt,score,proficiency,confidence
0,Improving,1,51.5236,51.5236,0.2
0,Improving,2,47.1685,48.0395,0.4
0,Improving,3,58.4891,55.0059,0.6
0,Improving,4,61.8081,58.8929,0.8
0,Improving,5,49.7185,54.3057,1.0
0,Improving,6,55.3312,54.7615,1.0
0,Improving,7,64.8497,59.2451,1.0
0,Improving,8,64.9977,61.8019,1.0
0,Improving,9,68.8634,64.9403,1.0
0,Improving,10,67.0506,65.8782,1.0
0,Improving,11,78.0812,71.3018,1.0
0,Improving,12,79.9416,75.1417,1.0
0,Improving,13,78.7512,76.7459,1.0
0,Improving,14,86.4257,81.048,1.0
0,Improving,15,85.4954,83.0247,1.0
0,Improving,16,81.2299,82.227,1.0
0,Improving,17,89.7385,85.5654,1.0
0,Improving,18,85.4687,85.5225,1.0
0,Improving,19,97.0238,90.6342,1.0
0,Improving,20,94.7504,92.4636,1.0
1,Improving,1,49.0757,49.0757,0.2
1,Improving,2,48.9638,48.9862,0.4
1,Improving,3,60.8495,56.8951,0.6
1,Improving,4,56.3326,56.5737,0.8
1,Improving,5,57.332,56.9529,1.0
1,Improving,6,60.0814,58.3433,1.0
1,Improving,7,66.8721,62.1339,1.0
1,Improving,8,68.4062,64.9216,1.0
1,Improving,9,71.011,67.628,1.0
1,Improving,10,73.4699,70.2244,1.0
1,Improving,11,84.3924,76.5213,1.0
1,Improving,12,74.0206,75.4099,1.0
1,Improving,13,75.8598,75.6099,1.0
1,Improving,14,76.7206,76.1035,1.0
1,Improving,15,86.2378,80.6076,1.0
1,Improving,16,91.1712,85.3025,1.0
1,Improving,17,87.325,86.2014,1.0
1,Improving,18,86.0624,86.1396,1.0
1,Improving,19,88.5092,87.1928,1.0
1,Improving,20,98.253,92.1084,1.0
2,Improving,1,53.7163,53.7163,0.2
2,Improving,2,55.0842,54.8106,0.4
2,Improving,3,51.4093,52.5431,0.6
2,Improving,4,58.2661,55.8134,0.8
2,Improving,5,60.0571,57.9352,1.0
2,Improving,6,62.9355,60.1576,1.0
2,Improving,7,68.5677,63.8954,1.0
2,Improving,8,67.6969,65.585,1.0
2,Improving,9,72.3419,68.5881,1.0
2,Improving,10,71.6537,69.9506,1.0
2,Improving,11,75.1298,72.2524,1.0
2,Improving,12,79.2091,75.3443,1.0
2,Improving,13,71.1353,73.4736,1.0
2,Improving,14,79.1911,76.0147,1.0
2,Improving,15,80.806,78.1442,1.0
2,Improving,16,82.3319,80.0054,1.0
2,Improving,17,86.519,82.9003,1.0
2,Improving,18,97.7379,89.4948,1.0
2,Improving,19,88.3024,88.9649,1.0
2,Improving,20,99.8414,93.7989,1.0
3,Improving,1,41.5857,41.5857,0.2
3,Improving,2,50.694,48.8723,0.4
3,Improving,3,55.5506,53.3245,0.6
3,Improving,4,60.0364,57.1599,0.8
3,Improving,5,63.0298,60.0948,1.0
3,Improving,6,65.8088,62.6344,1.0
3,Improving,7,62.4669,62.56,1.0
3,Improving,8,64.2672,63.3187,1.0
3,Improving,9,73.2372,67.727,1.0
3,Improving,10,70.3593,68.8969,1.0
3,Improving,11,67.3058,68.1897,1.0
3,Improving,12,70.3862,69.1659,1.0
3,Improving,13,73.8238,71.2361,1.0
3,Improving,14,83.2753,76.5868,1.0
3,Improving,15,83.87,79.8238,1.0
3,Improving,16,88.9787,83.8927,1.0
3,Improving,17,85.7585,84.7219,1.0
3,Improving,18,91.0559,87.537,1.0
3,Improving,19,95.7595,91.1915,1.0
3,Improving,20,93.4533,92.1967,1.0
4,Improving,1,52.2839,52.2839,0.2
4,Improving,2,49.0588,49.7038,0.4
4,Improving,3,52.9216,51.849,0.6
4,Improving,4,55.1966,53.7619,0.8
4,Improving,5,53.4945,53.6282,1.0
4,Improving,6,64.277,58.361,1.0
4,Improving,7,61.8635,59.9177,1.0
4,Improving,8,66.6414,62.906,1.0
4,Improving,9,71.3511,66.6594,1.0
4,Improving,10,73.5484,69.7212,1.0
4,Improving,11,77.0111,72.9612,1.0
4,Improving,12,75.5602,74.1163,1.0
4,Improving,13,76.3046,75.0889,1.0
4,Improving,14,80.3909,77.4453,1.0
4,Improving,15,74.7212,76.2346,1.0
4,Improving,16,78.2908,77.1484,1.0
4,Improving,17,81.2812,78.9852,1.0
4,Improving,18,85.2769,81.7815,1.0
4,Improving,19,94.6305,87.4922,1.0
4,Improving,20,90.4726,88.8168,1.0
5,Improving,1,48.1092,48.1092,0.2
5,Improving,2,58.8646,56.7135,0.4
5,Improving,3,52.9555,54.2082,0.6
5,Improving,4,60.7928,57.9708,0.8
5,Improving,5,54.8056,56.3882,1.0
5,Improving,6,60.8149,58.3556,1.0
5,Improving,7,59.4604,58.8467,1.0
5,Improving,8,64.8838,61.5298,1.0
5,Improving,9,73.1489,66.6939,1.0
5,Improving,10,62.6792,64.9096,1.0
5,Improving,11,75.8563,69.7748,1.0
5,Improving,12,77.2413,73.0932,1.0
5,Improving,13,75.4503,74.1408,1.0
5,Improving,14,73.5592,73.8823,1.0
5,Improving,15,83.5185,78.1651,1.0
5,Improving,16,82.8789,80.2601,1.0
5,Improving,17,89.0581,84.1703,1.0
5,Improving,18,90.3724,86.9268,1.0
5,Improving,19,100.0,92.7371,1.0
5,Improving,20,93.8032,93.2109,1.0
6,Improving,1,44.8825,44.8825,0.2
6,Improving,2,53.2648,51.5883,0.4
6,Improving,3,55.8368,54.4207,0.6
6,Improving,4,63.9012,59.8381,0.8
6,Improving,5,63.6492,61.7437,1.0
6,Improving,6,63.6265,62.5805,1.0
6,Improving,7,71.527,66.5567,1.0
6,Improving,8,60.6351,63.9249,1.0
6,Improving,9,65.7486,64.7354,1.0
6,Improving,10,66.6829,65.601,1.0
6,Improving,11,71.7352,68.3273,1.0
6,Improving,12,69.1692,68.7015,1.0
6,Improving,13,81.5968,74.4327,1.0
6,Improving,14,79.6784,76.7641,1.0
6,Improving,15,75.8039,76.3373,1.0
6,Improving,16,80.4484,78.1645,1.0
6,Improving,17,89.4623,83.1857,1.0
6,Improving,18,94.4538,88.1938,1.0
6,Improving,19,100.0,93.441,1.0
6,Improving,20,100.0,96.3561,1.0
7,Improving,1,52.072,52.072,0.2
7,Improving,2,47.4207,48.351,0.4
7,Improving,3,44.0766,45.5014,0.6
7,Improving,4,58.4438,52.8971,0.8
7,Improving,5,55.409,54.153,1.0
7,Improving,6,59.7653,56.6474,1.0
7,Improving,7,61.15,58.6486,1.0
7,Improving,8,65.875,61.8603,1.0
7,Improving,9,74.2773,67.379,1.0
7,Improving,10,72.101,69.4777,1.0
7,Improving,11,72.891,70.9947,1.0
7,Improving,12,70.8744,70.9412,1.0
7,Improving,13,70.0476,70.5441,1.0
7,Improving,14,78.3579,74.0169,1.0
7,Improving,15,82.889,77.96,1.0
7,Improving,16,94.366,85.2516,1.0
7,Improving,17,88.5461,86.7158,1.0
7,Improving,18,95.1769,90.4763,1.0
7,Improving,19,90.1351,90.3246,1.0
7,Improving,20,89.0753,89.7694,1.0
8,Improving,1,45.1744,45.1744,0.2
8,Improving,2,48.7423,48.0287,0.4
8,Improving,3,65.3792,59.5957,0.6
8,Improving,4,52.9983,55.8258,0.8
8,Improving,5,63.6661,59.746,1.0
8,Improving,6,57.3275,58.6711,1.0
8,Improving,7,68.8684,63.2032,1.0
8,Improving,8,68.5037,65.559,1.0
8,Improving,9,68.1642,66.7168,1.0
8,Improving,10,71.112,68.6702,1.0
8,Improving,11,70.4103,69.4436,1.0
8,Improving,12,78.283,73.3722,1.0
8,Improving,13,76.1461,74.6051,1.0
8,Improving,14,74.6614,74.6301,1.0
8,Improving,15,76.7682,75.5804,1.0
8,Improving,16,86.3893,80.3843,1.0
8,Improving,17,95.7902,87.2314,1.0
8,Improving,18,91.0631,88.9344,1.0
8,Improving,19,92.0384,90.3139,1.0
8,Improving,20,96.4291,93.0318,1.0
9,Improving,1,56.53,56.53,0.2
9,Improving,2,53.4653,54.0783,0.4
9,Improving,3,52.6822,53.1476,0.6
9,Improving,4,62.6367,58.5699,0.8
9,Improving,5,61.6175,60.0937,1.0
9,Improving,6,69.5209,64.2836,1.0
9,Improving,7,65.1267,64.6583,1.0
9,Improving,8,60.4566,62.7909,1.0
9,Improving,9,62.1066,62.4867,1.0
9,Improving,10,79.5704,70.0795,1.0
9,Improving,11,82.3025,75.512,1.0
9,Improving,12,75.155,75.3533,1.0
9,Improving,13,76.5051,75.8652,1.0
9,Improving,14,88.0967,81.3014,1.0
9,Improving,15,77.6227,79.6664,1.0
9,Improving,16,81.0527,80.2825,1.0
9,Improving,17,91.1114,85.0954,1.0
9,Improving,18,88.2901,86.5153,1.0
9,Improving,19,92.606,89.2222,1.0
9,Improving,20,94.1828,91.4269,1.0
10,Improving,1,51.6879,51.6879,0.2
10,Improving,2,59.4058,57.8622,0.4
10,Improving,3,55.1898,56.0806,0.6
10,Improving,4,60.325,58.5059,0.8
10,Improving,5,49.2228,53.8644,1.0
10,Improving,6,61.5985,57.3018,1.0
10,Improving,7,59.9944,58.4985,1.0
10,Improving,8,60.4849,59.3813,1.0
10,Improving,9,64.5566,61.6815,1.0
10,Improving,10,69.6452,65.2209,1.0
10,Improving,11,78.2637,71.0177,1.0
10,Improving,12,69.4207,70.3079,1.0
10,Improving,13,78.5742,73.9818,1.0
10,Improving,14,78.3686,75.9315,1.0
10,Improving,15,81.5195,78.4151,1.0
10,Improving,16,90.5401,83.804,1.0
10,Improving,17,90.5853,86.8179,1.0
10,Improving,18,96.9501,91.3211,1.0
10,Improving,19,91.8591,91.5602,1.0
10,Improving,20,91.5203,91.5425,1.0
11,Improving,1,48.8807,48.8807,0.2
11,Improving,2,53.5809,52.6409,0.4
11,Improving,3,55.6197,54.6268,0.6
11,Improving,4,51.6833,52.9448,0.8
11,Improving,5,59.9261,56.4355,1.0
11,Improving,6,62.9832,59.3456,1.0
11,Improving,7,76.7979,67.1022,1.0
11,Improving,8,75.9632,71.0404,1.0
11,Improving,9,64.6812,68.2141,1.0
11,Improving,10,69.8789,68.954,1.0
11,Improving,11,66.367,67.8042,1.0
11,Improving,12,73.0991,70.1575,1.0
11,Improving,13,79.9991,74.5315,1.0
11,Improving,14,86.8187,79.9925,1.0
11,Improving,15,79.5125,79.7792,1.0
11,Improving,16,82.2556,80.8798,1.0
11,Improving,17,77.1583,79.2258,1.0
11,Improving,18,89.4498,83.7698,1.0
11,Improving,19,87.3195,85.3475,1.0
11,Improving,20,92.3528,88.4609,1.0
12,Improving,1,45.6157,45.6157,0.2
12,Improving,2,51.8971,50.6408,0.4
12,Improving,3,45.9482,47.5124,0.6
12,Improving,4,49.77,48.8025,0.8
12,Improving,5,70.1199,59.4612,1.0
12,Improving,6,55.405,57.6584,1.0
12,Improving,7,58.7266,58.1332,1.0
12,Improving,8,75.7635,65.9689,1.0
12,Improving,9,83.4727,73.7484,1.0
12,Improving,10,65.458,70.0637,1.0
12,Improving,11,71.843,70.8545,1.0
12,Improving,12,77.7604,73.9238,1.0
12,Improving,13,87.0645,79.7641,1.0
12,Improving,14,75.8552,78.0268,1.0
12,Improving,15,81.9315,79.7622,1.0
12,Improving,16,89.413,84.0515,1.0
12,Improving,17,90.0686,86.7257,1.0
12,Improving,18,88.3824,87.462,1.0
12,Improving,19,91.9625,89.4622,1.0
12,Improving,20,88.1255,88.8681,1.0
13,Improving,1,48.8091,48.8091,0.2
13,Improving,2,51.0365,50.591,0.4
13,Improving,3,55.8977,54.1288,0.6
13,Improving,4,54.3286,54.243,0.8
13,Improving,5,61.8314,58.0372,1.0
13,Improving,6,66.9057,61.9787,1.0
13,Improving,7,64.9877,63.316,1.0
13,Improving,8,68.3377,65.5479,1.0
13,Improving,9,69.2131,67.1769,1.0
13,Improving,10,71.3162,69.0166,1.0
13,Improving,11,70.0764,69.4876,1.0
13,Improving,12,77.6351,73.1087,1.0
13,Improving,13,77.9346,75.2536,1.0
13,Improving,14,91.2553,82.3655,1.0
13,Improving,15,91.0247,86.214,1.0
13,Improving,16,87.4555,86.7658,1.0
13,Improving,17,84.0795,85.5719,1.0
13,Improving,18,84.7011,85.1849,1.0
13,Improving,19,98.5873,91.1415,1.0
13,Improving,20,96.3137,93.4403,1.0
14,Improving,1,52.4007,52.4007,0.2
14,Improving,2,43.6455,45.3965,0.4
14,Improving,3,59.374,54.7149,0.6
14,Improving,4,59.3774,57.3792,0.8
14,Improving,5,53.9215,55.6503,1.0
14,Improving,6,59.4845,57.3544,1.0
14,Improving,7,65.5291,60.9876,1.0
14,Improving,8,66.8413,63.5892,1.0
14,Improving,9,67.4865,65.3214,1.0
14,Improving,10,70.7983,67.7556,1.0
14,Improving,11,72.4243,69.8306,1.0
14,Improving,12,76.8154,72.935,1.0
14,Improving,13,85.7785,78.6432,1.0
14,Improving,14,67.9562,73.8934,1.0
14,Improving,15,81.9736,77.4846,1.0
14,Improving,16,86.4089,81.451,1.0
14,Improving,17,89.3747,84.9726,1.0
14,Improving,18,88.4036,86.4975,1.0
14,Improving,19,83.848,85.3199,1.0
14,Improving,20,96.64,90.3511,1.0
15,Improving,1,58.6368,58.6368,0.2
15,Improving,2,44.6991,47.4866,0.4
15,Improving,3,59.056,55.1995,0.6
15,Improving,4,55.4626,55.3499,0.8
15,Improving,5,59.1671,57.2585,1.0
15,Improving,6,56.5776,56.9559,1.0
15,Improving,7,62.5382,59.4369,1.0
15,Improving,8,73.0792,65.5001,1.0
15,Improving,9,71.8606,68.327,1.0
15,Improving,10,79.9773,73.505,1.0
15,Improving,11,79.5713,76.2011,1.0
15,Improving,12,78.2481,77.1109,1.0
15,Improving,13,87.1407,81.5686,1.0
15,Improving,14,82.9844,82.1978,1.0
15,Improving,15,87.2978,84.4645,1.0
15,Improving,16,84.0435,84.2774,1.0
15,Improving,17,88.2275,86.033,1.0
15,Improving,18,86.776,86.3632,1.0
15,Improving,19,97.5795,91.3482,1.0
15,Improving,20,89.1085,90.3528,1.0
16,Improving,1,53.9118,53.9118,0.2
16,Improving,2,51.4152,51.9145,0.4
16,Improving,3,60.5931,57.7002,0.6
16,Improving,4,60.8596,59.5056,0.8
16,Improving,5,68.5769,64.0412,1.0
16,Improving,6,65.496,64.6878,1.0
16,Improving,7,56.3503,60.9823,1.0
16,Improving,8,66.2442,63.3209,1.0
16,Improving,9,63.0873,63.2171,1.0
16,Improving,10,68.7244,65.6648,1.0
16,Improving,11,81.2404,72.5873,1.0
16,Improving,12,79.2403,75.5442,1.0
16,Improving,13,74.9264,75.2696,1.0
16,Improving,14,75.7209,75.4702,1.0
16,Improving,15,83.3218,78.9598,1.0
16,Improving,16,79.4435,79.1748,1.0
16,Improving,17,84.539,81.5589,1.0
16,Improving,18,91.8232,86.1208,1.0
16,Improving,19,98.4081,91.5818,1.0
16,Improving,20,98.0438,94.4538,1.0
17,Improving,1,38.5436,38.5436,0.2
17,Improving,2,53.8903,50.8209,0.4
17,Improving,3,55.097,53.6716,0.6
17,Improving,4,59.1747,56.8163,0.8
17,Improving,5,67.5547,62.1855,1.0
17,Improving,6,51.5259,57.4479,1.0
17,Improving,7,61.255,59.14,1.0
17,Improving,8,69.5335,63.7593,1.0
17,Improving,9,61.0394,62.5505,1.0
17,Improving,10,78.6955,69.726,1.0
17,Improving,11,75.526,72.3038,1.0
17,Improving,12,80.2856,75.8512,1.0
17,Improving,13,75.5663,75.7246,1.0
17,Improving,14,84.8583,79.784,1.0
17,Improving,15,88.5003,83.6579,1.0
17,Improving,16,86.6907,85.0058,1.0
17,Improving,17,89.0667,86.8107,1.0
17,Improving,18,91.6149,88.9459,1.0
17,Improving,19,88.3149,88.6654,1.0
17,Improving,20,94.2624,91.1529,1.0
18,Improving,1,49.2374,49.2374,0.2
18,Improving,2,54.2854,53.2758,0.4
18,Improving,3,59.736,57.5826,0.6
18,Improving,4,51.8126,54.2854,0.8
18,Improving,5,58.8486,56.567,1.0
18,Improving,6,69.2494,62.2036,1.0
18,Improving,7,60.4926,61.4432,1.0
18,Improving,8,62.4677,61.8985,1.0
18,Improving,9,69.9589,65.4809,1.0
18,Improving,10,75.5377,69.9506,1.0
18,Improving,11,73.7413,71.6354,1.0
18,Improving,12,82.6974,76.5518,1.0
18,Improving,13,82.705,79.2866,1.0
18,Improving,14,84.9986,81.8252,1.0
18,Improving,15,85.9285,83.6489,1.0
18,Improving,16,97.1646,89.6559,1.0
18,Improving,17,86.8689,88.4172,1.0
18,Improving,18,80.2455,84.7854,1.0
18,Improving,19,100.0,91.5474,1.0
18,Improving,20,92.7115,92.0648,1.0
19,Improving,1,50.5394,50.5394,0.2
19,Improving,2,58.9162,57.2408,0.4
19,Improving,3,46.7255,50.2306,0.6
19,Improving,4,50.847,50.5829,0.8
19,Improving,5,51.4673,51.0251,1.0
19,Improving,6,57.8714,54.0679,1.0
19,Improving,7,66.4087,59.5527,1.0
19,Improving,8,69.1999,63.8403,1.0
19,Improving,9,70.3287,66.7241,1.0
19,Improving,10,64.252,65.6254,1.0
19,Improving,11,62.1337,64.0735,1.0
19,Improving,12,76.3244,69.5183,1.0
19,Improving,13,76.0622,72.4267,1.0
19,Improving,14,83.0864,77.1644,1.0
19,Improving,15,86.6677,81.388,1.0
19,Improving,16,86.2175,83.5345,1.0
19,Improving,17,91.6954,87.1616,1.0
19,Improving,18,91.4092,89.0494,1.0
19,Improving,19,95.2819,91.8194,1.0
19,Improving,20,91.4766,91.6671,1.0
20,Improving,1,49.1019,49.1019,0.2
20,Improving,2,53.3523,52.5022,0.4
20,Improving,3,58.8395,56.7271,0.6
20,Improving,4,55.1366,55.8182,0.8
20,Improving,5,62.0795,58.9489,1.0
20,Improving,6,60.5129,59.644,1.0
20,Improving,7,63.6228,61.4124,1.0
20,Improving,8,70.7265,65.552,1.0
20,Improving,9,58.9821,62.632,1.0
20,Improving,10,64.8334,63.6104,1.0
20,Improving,11,66.2733,64.7939,1.0
20,Improving,12,64.3846,64.612,1.0
20,Improving,13,75.0297,69.2421,1.0
20,Improving,14,84.5366,76.0397,1.0
20,Improving,15,81.7335,78.5702,1.0
20,Improving,16,86.5153,82.1014,1.0
20,Improving,17,93.3408,87.0967,1.0
20,Improving,18,96.9016,91.4544,1.0
20,Improving,19,92.2859,91.824,1.0
20,Improving,20,100.0,95.4578,1.0
21,Improving,1,50.4606,50.4606,0.2
21,Improving,2,48.1814,48.6373,0.4
21,Improving,3,51.7648,50.7223,0.6
21,Improving,4,49.7026,50.1396,0.8
21,Improving,5,55.033,52.5863,1.0
21,Improving,6,60.052,55.9044,1.0
21,Improving,7,68.2285,61.3818,1.0
21,Improving,8,75.1828,67.5156,1.0
21,Improving,9,62.0365,65.0804,1.0
21,Improving,10,73.2799,68.7246,1.0
21,Improving,11,68.4815,68.6166,1.0
21,Improving,12,78.4261,72.9764,1.0
21,Improving,13,77.7656,75.1049,1.0
21,Improving,14,71.6349,73.5627,1.0
21,Improving,15,87.7994,79.8901,1.0
21,Improving,16,82.5013,81.0506,1.0
21,Improving,17,85.2252,82.906,1.0
21,Improving,18,84.9144,83.7986,1.0
21,Improving,19,89.3602,86.2704,1.0
21,Improving,20,97.1395,91.1011,1.0
